ticket_id,customer_id,subject,body,created_at,closed_at,status,priority,category,subcategory,system,channel
TKT-17436,EMP-833,Permission Denied reported on Email Server (Exchange),Bill interesting book herself people product full find debate.,2023-11-01 07:10:26,2023-11-01 13:08:34.800868,Closed,Medium,Access,Permission Denied,Email Server (Exchange),Phone
TKT-17437,EMP-905,Server Overheat reported on Mobile Banking App,Live become on structure real reach.,2023-10-09 23:29:50,2023-10-11 11:17:06.519093,Closed,Low,Hardware,Server Overheat,Mobile Banking App,Automated Alert
TKT-17438,EMP-119,VPN Drop reported on Internet Banking Portal,Certainly member likely decision either husband child.,2023-04-11 21:04:50,2023-04-11 21:44:08.600344,Closed,High,Network,VPN Drop,Internet Banking Portal,Service Portal
TKT-17439,EMP-886,Account Locked reported on Core Banking (T24),Author tonight project budget rule party analysis.,2023-06-15 00:06:31,2023-06-15 05:00:26.775702,Closed,High,Access,Account Locked,Core Banking (T24),Phone
TKT-17440,EMP-948,Memory Leak reported on Core Banking (T24),Their opportunity attention into child six upon resource.,2023-08-04 01:17:22,2023-08-04 04:46:56.890861,Closed,Critical,Hardware,Memory Leak,Core Banking (T24),Service Portal
TKT-17441,EMP-272,Password Reset reported on Mobile Banking App,Authority trouble he trade cup meet production investment research.,2023-10-21 11:12:01,2023-10-21 12:59:34.977821,Closed,Low,Access,Password Reset,Mobile Banking App,Service Portal
TKT-17442,EMP-485,Memory Leak reported on Internet Banking Portal,At west close leave too industry interview wrong deal since despite.,2023-05-07 19:39:42,2023-05-08 17:26:47.197268,Closed,Medium,Hardware,Memory Leak,Internet Banking Portal,Email
TKT-17443,EMP-832,Firewall Block reported on Internet Banking Portal,Assume fill industry low heart material market sing sport.,2023-10-24 20:01:59,2023-10-26 13:02:31.939613,Closed,Low,Network,Firewall Block,Internet Banking Portal,Service Portal
TKT-17444,EMP-836,VPN Drop reported on Core Banking (T24),Network option skin professor me remember decide travel no brother read help.,2023-12-27 21:18:54,,Pending,High,Network,VPN Drop,Core Banking (T24),Phone
TKT-17445,EMP-978,Permission Denied reported on Email Server (Exchange),To decision capital property collection notice event up close nothing could free inside.,2023-11-15 07:58:29,2023-11-15 12:27:35.278897,Closed,Medium,Access,Permission Denied,Email Server (Exchange),Email
TKT-17446,EMP-457,Packet Loss reported on Mobile Banking App,Development mission across audience focus mean form protect consider.,2023-05-02 01:25:39,2023-05-02 12:17:09.926709,Closed,Critical,Network,Packet Loss,Mobile Banking App,Service Portal
TKT-17447,EMP-503,Permission Denied reported on Mobile Banking App,Situation third set article explain record watch goal expert its water scene.,2023-07-06 23:24:05,2023-07-07 14:37:28.498269,Closed,Medium,Access,Permission Denied,Mobile Banking App,Automated Alert
TKT-17448,EMP-368,Login Failure reported on Mobile Banking App,Company morning director include movie nature hot realize group political better kitchen.,2023-04-06 11:53:21,2023-04-10 15:45:26.268689,Closed,Low,Software,Login Failure,Mobile Banking App,Phone
TKT-17449,EMP-868,Packet Loss reported on Mobile Banking App,Explain whose collection really two then from ready article enough these.,2023-06-10 03:51:06,2023-06-10 08:35:21.733734,Closed,Medium,Network,Packet Loss,Mobile Banking App,Email
TKT-17450,EMP-747,Password Reset reported on Internet Banking Portal,Myself have girl anyone view worry performance term impact half month way.,2023-12-31 10:33:11,,Open,Low,Access,Password Reset,Internet Banking Portal,Phone
TKT-17451,EMP-451,Account Locked reported on Core Banking (T24),Building heavy news notice night tend product newspaper baby north walk.,2023-07-08 22:46:58,2023-07-12 21:58:14.548037,Closed,Low,Access,Account Locked,Core Banking (T24),Automated Alert
TKT-17452,EMP-335,Memory Leak reported on Mobile Banking App,About last blue plan price child.,2023-12-24 20:03:47,,Open,High,Hardware,Memory Leak,Mobile Banking App,Service Portal
TKT-17453,EMP-427,API Timeout reported on Internet Banking Portal,How successful memory her after commercial interesting evidence their two.,2023-02-14 21:58:37,2023-02-15 02:30:42.892717,Closed,Medium,Software,API Timeout,Internet Banking Portal,Service Portal
TKT-17454,EMP-212,Account Locked reported on Core Banking (T24),Return probably house bag manage item traditional.,2023-04-17 10:42:48,2023-04-17 12:14:39.711537,Closed,Critical,Access,Account Locked,Core Banking (T24),Phone
TKT-17455,EMP-576,Password Reset reported on Treasury System,Benefit minute growth live speak every.,2023-05-31 13:18:43,2023-05-31 15:26:24.708783,Closed,High,Access,Password Reset,Treasury System,Email
TKT-17456,EMP-439,Switch Port Error reported on ATM Switch,Administration their loss attention half tell test growth trial exist stop.,2023-02-18 06:01:35,2023-02-19 11:53:10.372038,Closed,Low,Hardware,Switch Port Error,ATM Switch,Email
TKT-17457,EMP-249,Firewall Block reported on Mobile Banking App,Way writer fish condition receive job effort attention their voice leader skill.,2023-05-04 23:44:40,2023-05-05 02:02:29.811291,Closed,Critical,Network,Firewall Block,Mobile Banking App,Email
TKT-17458,EMP-979,Unhandled Exception reported on ATM Switch,Attorney appear window stay night evidence player left up with type need away.,2023-08-19 19:37:54,2023-08-19 19:59:19.145956,Closed,Critical,Software,Unhandled Exception,ATM Switch,Phone
TKT-17459,EMP-327,App Crash reported on ATM Switch,Education and actually form sit pull.,2023-07-24 02:07:26,2023-07-28 21:58:28.440774,Closed,Low,Software,App Crash,ATM Switch,Automated Alert
TKT-17460,EMP-806,Disk Failure reported on Core Banking (T24),None south represent develop present specific why student model surface future prepare idea the.,2023-12-01 02:32:15,2023-12-01 10:31:51.366247,Closed,Low,Hardware,Disk Failure,Core Banking (T24),Automated Alert
TKT-17461,EMP-719,Memory Leak reported on Email Server (Exchange),Student guy involve could talk produce important ever reason oil how continue.,2023-02-06 18:34:49,2023-02-06 20:16:25.178768,Resolved,Critical,Hardware,Memory Leak,Email Server (Exchange),Email
TKT-17462,EMP-505,Disk Failure reported on Core Banking (T24),Until here apply painting very son discover level by recent hear at result.,2023-02-11 07:31:56,2023-02-12 16:59:41.892913,Closed,Low,Hardware,Disk Failure,Core Banking (T24),Automated Alert
TKT-17463,EMP-445,Switch Port Error reported on Internet Banking Portal,Suffer forget key ask whole or husband.,2023-02-26 22:38:22,2023-03-02 13:04:23.374244,Resolved,Low,Hardware,Switch Port Error,Internet Banking Portal,Email
TKT-17464,EMP-286,Permission Denied reported on Internet Banking Portal,Chair Mr condition large item so care authority air provide.,2023-05-19 05:25:41,2023-05-19 21:10:43.133039,Closed,Medium,Access,Permission Denied,Internet Banking Portal,Email
TKT-17465,EMP-662,Server Overheat reported on Core Banking (T24),Skin tax training left shoulder generation TV however as tell pretty more.,2023-02-06 11:36:21,2023-02-08 05:26:03.824050,Closed,Low,Hardware,Server Overheat,Core Banking (T24),Service Portal
TKT-17466,EMP-700,API Timeout reported on Core Banking (T24),Series also according rest by near network remain anyone.,2023-12-11 16:47:55,,Open,High,Software,API Timeout,Core Banking (T24),Email
TKT-17467,EMP-263,Server Overheat reported on Internet Banking Portal,About simply such program wall when successful glass shake.,2023-04-10 14:26:05,2023-04-11 05:41:18.176576,Closed,Low,Hardware,Server Overheat,Internet Banking Portal,Email
TKT-17468,EMP-314,Packet Loss reported on Mobile Banking App,Item write nice benefit member phone.,2023-12-08 15:58:24,2023-12-10 10:32:52.282828,Closed,Low,Network,Packet Loss,Mobile Banking App,Automated Alert
TKT-17469,EMP-791,VPN Drop reported on Internet Banking Portal,Another defense police method so sometimes soon morning.,2023-12-12 14:26:00,,Open,Medium,Network,VPN Drop,Internet Banking Portal,Phone
TKT-17470,EMP-890,Login Failure reported on Treasury System,Where much nature week sell center.,2023-04-25 16:05:55,2023-04-25 16:17:39.049991,Closed,High,Software,Login Failure,Treasury System,Service Portal
TKT-17471,EMP-132,Permission Denied reported on Mobile Banking App,Grow traditional institution along nearly color now enter responsibility step rather.,2023-05-21 13:51:35,2023-05-22 00:30:35.633417,Closed,Low,Access,Permission Denied,Mobile Banking App,Email
TKT-17472,EMP-573,Data Sync Error reported on Mobile Banking App,Most deep activity success these without let remember state.,2023-09-04 07:55:06,2023-09-04 17:50:40.863102,Closed,Low,Software,Data Sync Error,Mobile Banking App,Service Portal
TKT-17473,EMP-350,Disk Failure reported on Core Banking (T24),Rule take then I expert as conference statement popular hair.,2023-06-26 16:21:16,2023-06-28 21:04:38.705229,Closed,Low,Hardware,Disk Failure,Core Banking (T24),Email
TKT-17474,EMP-784,Data Sync Error reported on Mobile Banking App,Anyone vote will opportunity cell because information second white movement television lay.,2023-12-07 04:00:13,2023-12-07 18:26:36.163921,Closed,Medium,Software,Data Sync Error,Mobile Banking App,Email
TKT-17475,EMP-579,Permission Denied reported on ATM Switch,Scientist knowledge want skin single every star structure.,2023-09-10 20:25:05,2023-09-12 16:02:27.062058,Closed,Low,Access,Permission Denied,ATM Switch,Email
TKT-17476,EMP-449,Unhandled Exception reported on Email Server (Exchange),Care do enter value vote artist.,2023-01-20 07:24:10,2023-01-21 15:01:16.176338,Closed,Low,Software,Unhandled Exception,Email Server (Exchange),Email
TKT-17477,EMP-608,Latency High reported on Mobile Banking App,Do at age design machine after say party according top many perhaps office move.,2023-07-08 22:08:10,2023-07-08 22:22:56.937839,Closed,High,Network,Latency High,Mobile Banking App,Email
TKT-17478,EMP-753,Permission Denied reported on Mobile Banking App,Thank writer charge family former TV him recently support major life must like.,2023-01-26 05:15:03,2023-01-27 06:04:32.985260,Closed,Low,Access,Permission Denied,Mobile Banking App,Phone
TKT-17479,EMP-909,MFA Failure reported on Email Server (Exchange),They defense risk usually moment next official that affect between happen population run.,2023-08-17 21:17:18,2023-08-18 23:22:32.774521,Closed,Low,Access,MFA Failure,Email Server (Exchange),Phone
TKT-17480,EMP-195,Packet Loss reported on ATM Switch,Southern quality environment only number company among outside travel organization interview food force.,2023-05-31 13:42:03,2023-05-31 18:15:16.340002,Closed,High,Network,Packet Loss,ATM Switch,Automated Alert
TKT-17481,EMP-252,Disk Failure reported on Mobile Banking App,Heart commercial require water large record suggest available.,2023-03-07 08:51:16,2023-03-08 18:05:19.060748,Closed,Medium,Hardware,Disk Failure,Mobile Banking App,Email
TKT-17482,EMP-296,Password Reset reported on Core Banking (T24),Receive movie now market animal suffer local thank card buy mean.,2023-05-04 01:05:15,2023-05-05 22:07:47.892615,Closed,Low,Access,Password Reset,Core Banking (T24),Service Portal
TKT-17483,EMP-937,Disk Failure reported on Mobile Banking App,Vote pull score soon especially nice last rest wide worry find white outside.,2023-03-07 00:05:19,2023-03-07 01:32:57.526846,Closed,Critical,Hardware,Disk Failure,Mobile Banking App,Phone
TKT-17484,EMP-789,Server Overheat reported on ATM Switch,Form like her executive expect particular air.,2023-11-25 06:44:53,,Open,Low,Hardware,Server Overheat,ATM Switch,Email
TKT-17485,EMP-576,Server Overheat reported on Mobile Banking App,Purpose sit call American one soldier nothing network would choice.,2023-02-22 13:51:05,2023-02-22 20:57:39.641792,Closed,High,Hardware,Server Overheat,Mobile Banking App,Service Portal
TKT-17486,EMP-711,VPN Drop reported on Email Server (Exchange),Trouble century world upon star kind sell better end.,2023-09-08 16:00:22,2023-09-12 01:52:49.926609,Closed,Low,Network,VPN Drop,Email Server (Exchange),Phone
TKT-17487,EMP-400,Memory Leak reported on Internet Banking Portal,Low market someone computer message improve why half say add grow card.,2023-08-14 16:07:02,2023-08-15 23:52:41.561442,Closed,Low,Hardware,Memory Leak,Internet Banking Portal,Phone
TKT-17488,EMP-128,VPN Drop reported on ATM Switch,Time federal far present few every enter growth citizen.,2023-11-29 03:46:15,,Open,Low,Network,VPN Drop,ATM Switch,Automated Alert
TKT-17489,EMP-608,Memory Leak reported on HR Portal,Explain among good win situation east prepare smile hear work smile movie continue.,2023-03-30 11:14:37,2023-03-30 13:38:58.253374,Closed,Low,Hardware,Memory Leak,HR Portal,Service Portal
TKT-17490,EMP-871,Packet Loss reported on HR Portal,Police fly power feel garden throw property Mrs structure population four.,2023-09-05 20:47:47,2023-09-06 00:50:23.205690,Closed,Medium,Network,Packet Loss,HR Portal,Email
TKT-17491,EMP-369,Server Overheat reported on ATM Switch,Fast glass receive senior free talk management.,2023-03-14 03:29:44,2023-03-14 10:44:37.544262,Resolved,High,Hardware,Server Overheat,ATM Switch,Automated Alert
TKT-17492,EMP-410,Latency High reported on Internet Banking Portal,Show simply example surface baby tough eye condition.,2023-11-04 08:39:19,,Open,Medium,Network,Latency High,Internet Banking Portal,Phone
TKT-17493,EMP-269,Permission Denied reported on Mobile Banking App,Safe even message want throw clearly wear man never suffer.,2023-01-19 17:36:33,2023-01-21 15:24:52.551202,Closed,Low,Access,Permission Denied,Mobile Banking App,Service Portal
TKT-17494,EMP-577,Switch Port Error reported on Internet Banking Portal,Father section star answer husband scene catch which hospital.,2023-08-05 22:41:08,2023-08-06 02:22:26.036524,Closed,High,Hardware,Switch Port Error,Internet Banking Portal,Phone
TKT-17495,EMP-291,Latency High reported on Internet Banking Portal,Yard little move space note heart.,2023-10-10 08:17:04,2023-10-12 09:56:47.416355,Closed,Low,Network,Latency High,Internet Banking Portal,Phone
TKT-17496,EMP-548,Firewall Block reported on ATM Switch,Experience city must sure color maintain continue store place again.,2023-12-07 15:21:29,,Open,Low,Network,Firewall Block,ATM Switch,Automated Alert
TKT-17497,EMP-363,Switch Port Error reported on Core Banking (T24),Level many happen glass career media development.,2023-07-26 18:42:23,2023-07-27 13:23:54.444320,Closed,Medium,Hardware,Switch Port Error,Core Banking (T24),Phone
TKT-17498,EMP-143,App Crash reported on Internet Banking Portal,Gas history shoulder way fall tonight be bit.,2023-05-01 13:20:34,2023-05-03 00:05:02.432235,Closed,Low,Software,App Crash,Internet Banking Portal,Email
